,lane,x,y,yaw,width
267,3,58.44929122924805,-192.53424072265625,1.4395599365234375,3.5
268,-2,57.80131912231445,-206.55494689941406,-178.56044006347656,3.5
269,-1,57.7133903503418,-203.05606079101562,-178.56044006347656,3.5
270,2,57.537532806396484,-196.0582733154297,1.4395599365234375,3.5
271,3,57.44960403442383,-192.5593719482422,1.4395599365234375,3.5
272,-2,56.8016357421875,-206.58006286621094,-178.56044006347656,3.5
273,-1,56.713706970214844,-203.0811767578125,-178.56044006347656,3.5
274,2,56.53784942626953,-196.08338928222656,1.4395599365234375,3.5
275,3,56.449920654296875,-192.58448791503906,1.4395599365234375,3.5
276,-2,55.80195236206055,-206.60519409179688,-178.56044006347656,3.5
277,-1,55.71402359008789,-203.10630798339844,-178.56044006347656,3.5
278,2,55.53816604614258,-196.1085205078125,1.4395599365234375,3.5
279,3,55.45023727416992,-192.609619140625,1.4395599365234375,3.5
280,-2,54.80226516723633,-206.63031005859375,-178.56044006347656,3.5
281,-1,54.71433639526367,-203.1314239501953,-178.56044006347656,3.5
282,2,54.53847885131836,-196.13363647460938,1.4395599365234375,3.5
283,3,54.4505500793457,-192.63473510742188,1.4395599365234375,3.5
284,-2,53.802581787109375,-206.65542602539062,-178.56044006347656,3.5
285,-1,53.71465301513672,-203.1565399169922,-178.56044006347656,3.5
286,2,53.538795471191406,-196.15875244140625,1.4395599365234375,3.5
287,3,53.45086669921875,-192.65985107421875,1.4395599365234375,3.5
288,-2,52.80289840698242,-206.68055725097656,-178.56044006347656,3.5
289,-1,52.714969635009766,-203.18167114257812,-178.56044006347656,3.5
290,2,52.53911209106445,-196.1838836669922,1.4395599365234375,3.5
291,3,52.4511833190918,-192.6849822998047,1.4395599365234375,3.5
292,-2,51.8032112121582,-206.70567321777344,-178.56044006347656,3.5
293,-1,51.71528244018555,-203.206787109375,-178.56044006347656,3.5
294,2,51.539424896240234,-196.20899963378906,1.4395599365234375,3.5
295,3,51.45149612426758,-192.71009826660156,1.4395599365234375,3.5
296,-2,50.803531646728516,-206.73080444335938,-178.56044006347656,3.5
297,-1,50.71560287475586,-203.23191833496094,-178.56044006347656,3.5
298,2,50.53974533081055,-196.234130859375,1.4395599365234375,3.5
299,3,50.45181655883789,-192.7352294921875,1.4395599365234375,3.5
300,-2,49.8038444519043,-206.75592041015625,-178.56044006347656,3.5
301,-1,49.71591567993164,-203.2570343017578,-178.56044006347656,3.5
302,2,49.54005813598633,-196.25924682617188,1.4395599365234375,3.5
303,3,49.45212936401367,-192.76034545898438,1.4395599365234375,3.5
304,-2,48.804161071777344,-206.78103637695312,-178.56044006347656,3.5
305,-1,48.71623229980469,-203.2821502685547,-178.56044006347656,3.5
306,2,48.540374755859375,-196.28436279296875,1.4395599365234375,3.5
307,3,48.45244598388672,-192.78546142578125,1.4395599365234375,3.5
308,-2,47.80447769165039,-206.80616760253906,-178.56044006347656,3.5
309,-1,47.716548919677734,-203.30728149414062,-178.56044006347656,3.5
310,2,47.54069137573242,-196.3094940185547,1.4395599365234375,3.5
311,3,47.452762603759766,-192.8105926513672,1.4395599365234375,3.5
312,-2,46.80479049682617,-206.83128356933594,-178.56044006347656,3.5
313,-1,46.716861724853516,-203.3323974609375,-178.56044006347656,3.5
314,2,46.5410041809082,-196.33460998535156,1.4395599365234375,3.5
315,3,46.45307540893555,-192.83570861816406,1.4395599365234375,3.5
316,-2,45.80510711669922,-206.85641479492188,-178.56044006347656,3.5
317,-1,45.71717834472656,-203.35752868652344,-178.56044006347656,3.5
318,2,45.54132080078125,-196.3597412109375,1.4395599365234375,3.5
319,3,45.453392028808594,-192.86083984375,1.4395599365234375,3.5
320,-2,44.805423736572266,-206.88153076171875,-178.56044006347656,3.5
321,-1,44.71749496459961,-203.3826446533203,-178.56044006347656,3.5
322,2,44.5416374206543,-196.38485717773438,1.4395599365234375,3.5
323,3,44.45370864868164,-192.88595581054688,1.4395599365234375,3.5
324,-2,43.80573654174805,-206.90664672851562,-178.56044006347656,3.5
325,-1,43.71780776977539,-203.4077606201172,-178.56044006347656,3.5
326,2,43.54195022583008,-196.40997314453125,1.4395599365234375,3.5
327,3,43.45402145385742,-192.91107177734375,1.4395599365234375,3.5
328,-2,42.80605697631836,-206.93177795410156,-178.56044006347656,3.5
329,-1,42.7181282043457,-203.43289184570312,-178.56044006347656,3.5
330,2,42.54227066040039,-196.4351043701172,1.4395599365234375,3.5
331,3,42.454341888427734,-192.9362030029297,1.4395599365234375,3.5
332,-2,41.80636978149414,-206.95689392089844,-178.56044006347656,3.5
333,-1,41.718441009521484,-203.4580078125,-178.56044006347656,3.5
334,2,41.54258346557617,-196.46022033691406,1.4395599365234375,3.5
335,3,41.454654693603516,-192.96131896972656,1.4395599365234375,3.5
336,-2,40.80668640136719,-206.98202514648438,-178.56044006347656,3.5
337,-1,40.71875762939453,-203.48313903808594,-178.56044006347656,3.5
338,2,40.54290008544922,-196.4853515625,1.4395599365234375,3.5
339,3,40.45497131347656,-192.9864501953125,1.4395599365234375,3.5
340,-2,39.807003021240234,-207.00714111328125,-178.56044006347656,3.5
341,-1,39.71907424926758,-203.5082550048828,-178.56044006347656,3.5
342,2,39.543216705322266,-196.51046752929688,1.4395599365234375,3.5
343,3,39.45528793334961,-193.01156616210938,1.4395599365234375,3.5
344,-2,38.807315826416016,-207.03225708007812,-178.56044006347656,3.5
345,-1,38.71938705444336,-203.5333709716797,-178.56044006347656,3.5
346,2,38.54352951049805,-196.53558349609375,1.4395599365234375,3.5
347,3,38.45560073852539,-193.03668212890625,1.4395599365234375,3.5
348,-2,37.80763244628906,-207.05738830566406,-178.56044006347656,3.5
349,-1,37.719703674316406,-203.55850219726562,-178.56044006347656,3.5
350,2,37.543846130371094,-196.5607147216797,1.4395599365234375,3.5
351,3,37.45591735839844,-193.0618133544922,1.4395599365234375,3.5
352,-2,36.80794906616211,-207.08250427246094,-178.56044006347656,3.5
353,-1,36.72002029418945,-203.5836181640625,-178.56044006347656,3.5
354,2,36.54416275024414,-196.58583068847656,1.4395599365234375,3.5
355,3,36.456233978271484,-193.08692932128906,1.4395599365234375,3.5
356,-2,35.80826187133789,-207.10763549804688,-178.56044006347656,3.5
357,-1,35.720333099365234,-203.60874938964844,-178.56044006347656,3.5
358,2,35.54447555541992,-196.6109619140625,1.4395599365234375,3.5
359,3,35.456546783447266,-193.112060546875,1.4395599365234375,3.5
360,-2,34.80857849121094,-207.13275146484375,-178.56044006347656,3.5
361,-1,34.72064971923828,-203.6338653564453,-178.56044006347656,3.5
362,2,34.54479217529297,-196.63607788085938,1.4395599365234375,3.5
363,3,34.45686340332031,-193.13717651367188,1.4395599365234375,3.5
364,-2,33.808895111083984,-207.1578826904297,-178.56044006347656,3.5
365,-1,33.72096633911133,-203.65899658203125,-178.56044006347656,3.5
366,2,33.545108795166016,-196.6612091064453,1.4395599365234375,3.5
367,3,33.45718002319336,-193.1623077392578,1.4395599365234375,3.5
368,-2,32.80921173095703,-207.18299865722656,-178.56044006347656,3.5
369,-1,32.721282958984375,-203.68411254882812,-178.56044006347656,3.5
370,2,32.54542541503906,-196.6863250732422,1.4395599365234375,3.5
371,3,32.457496643066406,-193.1874237060547,1.4395599365234375,3.5
372,-2,31.80952262878418,-207.20811462402344,-178.56044006347656,3.5
373,-1,31.721595764160156,-203.709228515625,-178.56044006347656,3.5
374,2,31.545740127563477,-196.71144104003906,1.4395599365234375,3.5
375,3,31.45781135559082,-193.21253967285156,1.4395599365234375,3.5
376,-2,30.809839248657227,-207.23324584960938,-178.56044006347656,3.5
377,-1,30.721912384033203,-203.73435974121094,-178.56044006347656,3.5
378,2,30.546056747436523,-196.736572265625,1.4395599365234375,3.5
379,3,30.458127975463867,-193.2376708984375,1.4395599365234375,3.5
380,-2,29.810155868530273,-207.25836181640625,-178.56044006347656,3.5
381,-1,29.72222900390625,-203.7594757080078,-178.56044006347656,3.5
382,2,29.54637336730957,-196.76168823242188,1.4395599365234375,3.5
383,3,29.458444595336914,-193.26278686523438,1.4395599365234375,3.5
384,-2,28.81047248840332,-207.2834930419922,-178.56044006347656,3.5
385,-1,28.722545623779297,-203.78460693359375,-178.56044006347656,3.5
386,2,28.546689987182617,-196.7868194580078,1.4395599365234375,3.5
387,3,28.45876121520996,-193.2879180908203,1.4395599365234375,3.5
388,-2,27.8107852935791,-207.30860900878906,-178.56044006347656,3.5
389,-1,27.722858428955078,-203.80972290039062,-178.56044006347656,3.5
390,2,27.5470027923584,-196.8119354248047,1.4395599365234375,3.5
391,3,27.459074020385742,-193.3130340576172,1.4395599365234375,3.5
392,-2,26.81110191345215,-207.33372497558594,-178.56044006347656,3.5
393,-1,26.723175048828125,-203.8348388671875,-178.56044006347656,3.5
394,2,26.547319412231445,-196.83705139160156,1.4395599365234375,3.5
395,3,26.45939064025879,-193.33815002441406,1.4395599365234375,3.5
396,-2,25.811418533325195,-207.35885620117188,-178.56044006347656,3.5
397,-1,25.723491668701172,-203.85997009277344,-178.56044006347656,3.5
398,2,25.547636032104492,-196.8621826171875,1.4395599365234375,3.5
399,3,25.459707260131836,-193.36328125,1.4395599365234375,3.5
400,-2,24.811735153198242,-207.38397216796875,-178.56044006347656,3.5
401,-1,24.72380828857422,-203.8850860595703,-178.56044006347656,3.5
402,2,24.54795265197754,-196.88729858398438,1.4395599365234375,3.5
403,3,24.460023880004883,-193.38839721679688,1.4395599365234375,3.5
404,-2,23.812047958374023,-207.4091033935547,-178.56044006347656,3.5
